wkid,latestWkid,macro,name,wkt,wkt2,description,authority,version,deprecated,areaname,slat,nlat,llon,rlon,epoch,model
115841,115841,"PE_VCS_NAD_1983_HARN_CORRECTED","NAD_1983_(HARN_Corrected)","VERTCS[""NAD_1983_(HARN_Corrected)"",DATUM[""NAD_1983_(High_Accuracy_Reference_Network-Corrected)"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""NAD_1983_(HARN_Corrected)"",DATUM[""NAD_1983_(High_Accuracy_Reference_Network-Corrected)"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","NAD 1983 HARN Corrected ellipsoid height","Esri","10.7.0","no","Caribbean - Puerto Rico and US Virgin Islands - onshore",17.62,18.57,-67.97,-64.51,,""
115842,115842,"PE_VCS_SRB_ETRS89","SRB_ETRS89","VERTCS[""SRB_ETRS89"",DATUM[""Serbian_Spatial_Reference_System_2000"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""SRB_ETRS89"",DATUM[""Serbian_Spatial_Reference_System_2000"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","SRB ETRS89 ellipsoid height","Esri","10.7.0","no","Serbia",42.23,46.19,18.81,23.01,,""
115843,115843,"PE_VCS_MTRF_2000","MTRF-2000","VERTCS[""MTRF-2000"",DATUM[""MOMRA_Terrestrial_Reference_Frame_2000"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""MTRF-2000"",DATUM[""MOMRA_Terrestrial_Reference_Frame_2000"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","MTRF-2000 ellipsoid height","Esri","10.7.0","no","Saudi Arabia",16.29,32.16,34.44,55.67,,""
115844,115844,"PE_VCS_CSRS_EPOCH_2017_5_NAD83","California_SRS_Epoch_2017.50_(NAD83)","VERTCS[""California_SRS_Epoch_2017.50_(NAD83)"",DATUM[""California_SRS_Epoch_2017.50_(NAD83)"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""California_SRS_Epoch_2017.50_(NAD83)"",DATUM[""California_SRS_Epoch_2017.50_(NAD83)"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","California SRS EPOCH 2017.5 (NAD83) ellipsoid height","Esri","10.7.0","no","USA - California and borders of NV, AZ, OR and MX",32.25,42.53,-124.45,-113.6,,""
115845,115845,"PE_VCS_GGD","GGD","VERTCS[""GGD"",DATUM[""Georgia_Geodetic_Datum"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""GGD"",DATUM[""Georgia_Geodetic_Datum"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","GGD ellipsoid height","Esri","10.7.0","no","Georgia - onshore",41.04,43.59,39.99,46.72,,""
115846,115846,"PE_VCS_ONGD14","ONGD14","VERTCS[""ONGD14"",DATUM[""Oman_National_Geodetic_Datum_2014"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""ONGD14"",DATUM[""Oman_National_Geodetic_Datum_2014"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","ONGD14 ellipsoid height","Esri","10.7.1","no","Oman",14.33,26.74,51.99,63.38,,""
115847,115847,"PE_VCS_ONGD17","ONGD17","VERTCS[""ONGD17"",DATUM[""Oman_National_Geodetic_Datum_2017"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""ONGD17"",DATUM[""Oman_National_Geodetic_Datum_2017"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","ONGD17 ellipsoid height","Esri","10.7.1","no","Oman",14.33,26.74,51.99,63.38,,""
115848,115848,"PE_VCS_S_JTSK_JTSK03","S-JTSK_[JTSK03]","VERTCS[""S-JTSK_[JTSK03]"",DATUM[""S-JTSK_[JTSK03]"",SPHEROID[""Bessel_1841"",6377397.155,299.1528128]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""S-JTSK_[JTSK03]"",DATUM[""S-JTSK_[JTSK03]"",ELLIPSOID[""Bessel_1841"",6377397.155,299.1528128,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","S-JTSK [JTSK03]","Esri","10.7.1","no","Slovakia",47.73,49.61,16.84,22.56,,""
115849,115849,"PE_VCS_CR_SIRGAS","CR-SIRGAS","VERTCS[""CR-SIRGAS"",DATUM[""CR-SIRGAS"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""CR-SIRGAS"",DATUM[""CR-SIRGAS"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","CR-SIRGAS ellipsoid height","Esri","10.8.0","no","Costa Rica",2.15,11.77,-90.45,-81.43,,""
115850,115850,"PE_VCS_RGWF96","RGWF96","VERTCS[""RGWF96"",DATUM[""Reseau_Geodesique_de_Wallis_et_Futuna_1996"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""RGWF96"",DATUM[""Reseau_Geodesique_de_Wallis_et_Futuna_1996"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","RGWF96 ellipsoid height","Esri","10.8.0","no","Wallis and Futuna",-15.94,-9.84,179.49,-174.27,,""
115851,115851,"PE_VCS_SIRGAS_CON_DGF00P01","SIRGAS-CON_DGF00P01","VERTCS[""SIRGAS-CON_DGF00P01"",DATUM[""SIRGAS_Continuously_Operating_Network_DGF00P01"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""SIRGAS-CON_DGF00P01"",DATUM[""SIRGAS_Continuously_Operating_Network_DGF00P01"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","SIRGAS Continuously Operating Network DGF00P01 ellipsoid height","Esri","10.8.0","no","Latin America - Central America and South America",-59.87,32.72,-122.19,-25.28,,""
115852,115852,"PE_VCS_SIRGAS_CON_DGF01P01","SIRGAS-CON_DGF01P01","VERTCS[""SIRGAS-CON_DGF01P01"",DATUM[""SIRGAS_Continuously_Operating_Network_DGF01P01"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""SIRGAS-CON_DGF01P01"",DATUM[""SIRGAS_Continuously_Operating_Network_DGF01P01"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","SIRGAS Continuously Operating Network DGF01P01 ellipsoid height","Esri","10.8.0","no","Latin America - Central America and South America",-59.87,32.72,-122.19,-25.28,,""
115853,115853,"PE_VCS_SIRGAS_CON_DGF01P02","SIRGAS-CON_DGF01P02","VERTCS[""SIRGAS-CON_DGF01P02"",DATUM[""SIRGAS_Continuously_Operating_Network_DGF01P02"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""SIRGAS-CON_DGF01P02"",DATUM[""SIRGAS_Continuously_Operating_Network_DGF01P02"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","SIRGAS Continuously Operating Network DGF01P02 ellipsoid height","Esri","10.8.0","no","Latin America - Central America and South America",-59.87,32.72,-122.19,-25.28,,""
115854,115854,"PE_VCS_SIRGAS_CON_DGF02P01","SIRGAS-CON_DGF02P01","VERTCS[""SIRGAS-CON_DGF02P01"",DATUM[""SIRGAS_Continuously_Operating_Network_DGF02P01"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""SIRGAS-CON_DGF02P01"",DATUM[""SIRGAS_Continuously_Operating_Network_DGF02P01"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","SIRGAS Continuously Operating Network DGF02P01 ellipsoid height","Esri","10.8.0","no","Latin America - Central America and South America",-59.87,32.72,-122.19,-25.28,,""
115855,115855,"PE_VCS_SIRGAS_CON_DGF04P01","SIRGAS-CON_DGF04P01","VERTCS[""SIRGAS-CON_DGF04P01"",DATUM[""SIRGAS_Continuously_Operating_Network_DGF04P01"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""SIRGAS-CON_DGF04P01"",DATUM[""SIRGAS_Continuously_Operating_Network_DGF04P01"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","SIRGAS Continuously Operating Network DGF04P01 ellipsoid height","Esri","10.8.0","no","Latin America - Central America and South America",-59.87,32.72,-122.19,-25.28,,""
115856,115856,"PE_VCS_SIRGAS_CON_DGF05P01","SIRGAS-CON_DGF05P01","VERTCS[""SIRGAS-CON_DGF05P01"",DATUM[""SIRGAS_Continuously_Operating_Network_DGF05P01"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""SIRGAS-CON_DGF05P01"",DATUM[""SIRGAS_Continuously_Operating_Network_DGF05P01"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","SIRGAS Continuously Operating Network DGF05P01 ellipsoid height","Esri","10.8.0","no","Latin America - Central America and South America",-59.87,32.72,-122.19,-25.28,,""
115857,115857,"PE_VCS_SIRGAS_CON_DGF06P01","SIRGAS-CON_DGF06P01","VERTCS[""SIRGAS-CON_DGF06P01"",DATUM[""SIRGAS_Continuously_Operating_Network_DGF06P01"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""SIRGAS-CON_DGF06P01"",DATUM[""SIRGAS_Continuously_Operating_Network_DGF06P01"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","SIRGAS Continuously Operating Network DGF06P01 ellipsoid height","Esri","10.8.0","no","Latin America - Central America and South America",-59.87,32.72,-122.19,-25.28,,""
115858,115858,"PE_VCS_SIRGAS_CON_DGF07P01","SIRGAS-CON_DGF07P01","VERTCS[""SIRGAS-CON_DGF07P01"",DATUM[""SIRGAS_Continuously_Operating_Network_DGF07P01"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""SIRGAS-CON_DGF07P01"",DATUM[""SIRGAS_Continuously_Operating_Network_DGF07P01"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","SIRGAS Continuously Operating Network DGF07P01 ellipsoid height","Esri","10.8.0","no","Latin America - Central America and South America",-59.87,32.72,-122.19,-25.28,,""
115859,115859,"PE_VCS_SIRGAS_CON_DGF08P01","SIRGAS-CON_DGF08P01","VERTCS[""SIRGAS-CON_DGF08P01"",DATUM[""SIRGAS_Continuously_Operating_Network_DGF08P01"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""SIRGAS-CON_DGF08P01"",DATUM[""SIRGAS_Continuously_Operating_Network_DGF08P01"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","SIRGAS Continuously Operating Network DGF08P01 ellipsoid height","Esri","10.8.0","no","Latin America - Central America and South America",-59.87,32.72,-122.19,-25.28,,""
115860,115860,"PE_VCS_SIRGAS_CON_SIR09P01","SIRGAS-CON_SIR09P01","VERTCS[""SIRGAS-CON_SIR09P01"",DATUM[""SIRGAS_Continuously_Operating_Network_SIR09P01"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""SIRGAS-CON_SIR09P01"",DATUM[""SIRGAS_Continuously_Operating_Network_SIR09P01"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","SIRGAS Continuously Operating Network SIR09P01 ellipsoid height","Esri","10.8.0","no","Latin America - Central America and South America",-59.87,32.72,-122.19,-25.28,,""
115861,115861,"PE_VCS_SIRGAS_CON_SIR10P01","SIRGAS-CON_SIR10P01","VERTCS[""SIRGAS-CON_SIR10P01"",DATUM[""SIRGAS_Continuously_Operating_Network_SIR10P01"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""SIRGAS-CON_SIR10P01"",DATUM[""SIRGAS_Continuously_Operating_Network_SIR10P01"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","SIRGAS Continuously Operating Network SIR10P01 ellipsoid height","Esri","10.8.0","no","Latin America - Central America and South America",-59.87,32.72,-122.19,-25.28,,""
115862,115862,"PE_VCS_SIRGAS_CON_SIR11P01","SIRGAS-CON_SIR11P01","VERTCS[""SIRGAS-CON_SIR11P01"",DATUM[""SIRGAS_Continuously_Operating_Network_SIR11P01"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""SIRGAS-CON_SIR11P01"",DATUM[""SIRGAS_Continuously_Operating_Network_SIR11P01"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","SIRGAS Continuously Operating Network SIR11P01 ellipsoid height","Esri","10.8.0","no","Latin America - Central America and South America",-59.87,32.72,-122.19,-25.28,,""
115863,115863,"PE_VCS_SIRGAS_CON_SIR13P01","SIRGAS-CON_SIR13P01","VERTCS[""SIRGAS-CON_SIR13P01"",DATUM[""SIRGAS_Continuously_Operating_Network_SIR13P01"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""SIRGAS-CON_SIR13P01"",DATUM[""SIRGAS_Continuously_Operating_Network_SIR13P01"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","SIRGAS Continuously Operating Network SIR13P01 ellipsoid height","Esri","10.8.0","no","Latin America - Central America and South America",-59.87,32.72,-122.19,-25.28,,""
115864,115864,"PE_VCS_SIRGAS_CON_SIR14P01","SIRGAS-CON_SIR14P01","VERTCS[""SIRGAS-CON_SIR14P01"",DATUM[""SIRGAS_Continuously_Operating_Network_SIR14P01"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""SIRGAS-CON_SIR14P01"",DATUM[""SIRGAS_Continuously_Operating_Network_SIR14P01"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","SIRGAS Continuously Operating Network SIR14P01 ellipsoid height","Esri","10.8.0","no","Latin America - Central America and South America",-59.87,32.72,-122.19,-25.28,,""
115865,115865,"PE_VCS_SIRGAS_CON_SIR15P01","SIRGAS-CON_SIR15P01","VERTCS[""SIRGAS-CON_SIR15P01"",DATUM[""SIRGAS_Continuously_Operating_Network_SIR15P01"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""SIRGAS-CON_SIR15P01"",DATUM[""SIRGAS_Continuously_Operating_Network_SIR15P01"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","SIRGAS Continuously Operating Network SIR15P01 ellipsoid height","Esri","10.8.0","no","Latin America - Central America and South America",-59.87,32.72,-122.19,-25.28,,""
115866,115866,"PE_VCS_SIRGAS_CON_SIR17P01","SIRGAS-CON_SIR17P01","VERTCS[""SIRGAS-CON_SIR17P01"",DATUM[""SIRGAS_Continuously_Operating_Network_SIR17P01"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""SIRGAS-CON_SIR17P01"",DATUM[""SIRGAS_Continuously_Operating_Network_SIR17P01"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","SIRGAS Continuously Operating Network SIR17P01 ellipsoid height","Esri","10.8.0","no","Latin America - Central America and South America",-59.87,32.72,-122.19,-25.28,,""
115867,115867,"PE_VCS_IGS97","IGS97","VERTCS[""IGS97"",DATUM[""IGS97"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""IGS97"",DATUM[""IGS97"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","IGS97 ellipsoid height","Esri","10.8.0","no","World",-90.0,90.0,-180.0,180.0,,""
115868,115868,"PE_VCS_IGS00","IGS00","VERTCS[""IGS00"",DATUM[""IGS00"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""IGS00"",DATUM[""IGS00"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","IGS00 ellipsoid height","Esri","10.8.0","no","World",-90.0,90.0,-180.0,180.0,,""
115869,115869,"PE_VCS_IGB00","IGb00","VERTCS[""IGb00"",DATUM[""IGb00"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""IGb00"",DATUM[""IGb00"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","IGb00 ellipsoid height","Esri","10.8.0","no","World",-90.0,90.0,-180.0,180.0,,""
115870,115870,"PE_VCS_IGS05","IGS05","VERTCS[""IGS05"",DATUM[""IGS05"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""IGS05"",DATUM[""IGS05"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","IGS05 ellipsoid height","Esri","10.8.0","no","World",-90.0,90.0,-180.0,180.0,,""
115871,115871,"PE_VCS_IGB08","IGb08","VERTCS[""IGb08"",DATUM[""IGb08"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""IGb08"",DATUM[""IGb08"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","IGb08 ellipsoid height","Esri","10.8.0","no","World",-90.0,90.0,-180.0,180.0,,""
115872,115872,"PE_VCS_KOSOVAREF01","KOSOVAREF01","VERTCS[""KOSOVAREF01"",DATUM[""Kosovo_Reference_System_2001"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""KOSOVAREF01"",DATUM[""Kosovo_Reference_System_2001"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","KOSOVAREF01 ellipsoid height","Esri","10.8.0","no","Kosovo",41.85,43.25,19.97,21.8,,""
115873,115873,"PE_VCS_ETRF_2005","ETRF2005","VERTCS[""ETRF2005"",DATUM[""European_Terrestrial_Reference_Frame_2005"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""ETRF2005"",DATUM[""European_Terrestrial_Reference_Frame_2005"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","ETRF 2005 ellipsoid height","Esri","10.8.0","no","Europe - ETRF by country",32.88,84.73,-16.1,40.18,,""
115874,115874,"PE_VCS_ETRF_2014","ETRF2014","VERTCS[""ETRF2014"",DATUM[""European_Terrestrial_Reference_Frame_2014"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""ETRF2014"",DATUM[""European_Terrestrial_Reference_Frame_2014"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","ETRF 2014 ellipsoid height","Esri","10.8.0","no","Europe - ETRF by country",32.88,84.73,-16.1,40.18,,""
115875,115875,"PE_VCS_CH1903_PLUS","CH1903+","VERTCS[""CH1903+"",DATUM[""D_CH1903+"",SPHEROID[""Bessel_1841"",6377397.155,299.1528128]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""CH1903+"",DATUM[""D_CH1903+"",ELLIPSOID[""Bessel_1841"",6377397.155,299.1528128,LENGTHUNIT[""Meter"",1.0]]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]","Swiss, CH 1903+ ellipsoid height","Esri","13.0.0","no","Europe - Liechtenstein and Switzerland",45.82,47.81,5.96,10.49,,""
